BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
1682,000;1992,000;2251,000;989,000;1296,000;2048,000;2048,000
1682,000;2023,000;2311,000;343,000;1539,000;2048,000;2048,000
1754,000;1932,000;2263,000;609,000;1658,000;2048,000;2048,000
1784,000;1932,000;2256,000;1,000;1631,000;2048,000;2048,000
1732,000;1728,000;2281,000;609,000;1722,000;2048,000;2048,000
1735,000;1534,000;2301,000;1,000;1608,000;2048,000;2048,000
1812,000;1764,000;2090,000;305,000;1567,000;2048,000;2048,000
1641,000;1760,000;1964,000;609,000;1519,000;2048,000;2048,000
1797,000;1973,000;1864,000;856,000;1507,000;2048,000;2048,000
1706,000;2530,000;1129,000;2522,000;1688,000;2048,000;2048,000
1574,000;2681,000;798,000;2394,000;1769,000;2048,000;2048,000
1260,000;2608,000;991,000;2452,000;1810,000;1707,000;2048,000
1571,000;2668,000;945,000;2405,000;1814,000;2048,000;2048,000
1571,000;2643,000;928,000;2397,000;1803,000;2048,000;2048,000
1555,000;2617,000;939,000;2372,000;1831,000;2048,000;2048,000
1560,000;2596,000;943,000;2325,000;2131,000;2048,000;2048,000
1822,000;2506,000;983,000;1618,000;1871,000;2048,000;2048,000
1891,000;1952,000;1681,000;305,000;1814,000;2048,000;2048,000
1812,000;1601,000;2343,000;1,000;1294,000;2048,000;2048,000
1935,000;1404,000;2588,000;1,000;1315,000;2048,000;2048,000
1954,000;1362,000;2831,000;1,000;1022,000;2048,000;2048,000
1860,000;1362,000;2768,000;1,000;962,000;2048,000;2048,000
1888,000;1373,000;2896,000;1,000;906,000;2048,000;2048,000
1867,000;1502,000;2889,000;1,000;903,000;2048,000;2048,000
1883,000;1983,000;2647,000;609,000;1006,000;2048,000;2048,000
1941,000;2764,000;900,000;2193,000;1465,000;2048,000;2048,000
1957,000;2929,000;841,000;2384,000;1617,000;2048,000;2048,000
2006,000;2866,000;836,000;2376,000;1577,000;2048,000;2048,000
1907,000;2826,000;821,000;2464,000;1814,000;2048,000;2048,000
1883,000;2769,000;857,000;2296,000;1862,000;2048,000;2048,000
1933,000;2569,000;884,000;1920,000;1872,000;2048,000;2048,000
1929,000;2228,000;1380,000;723,000;1757,000;2048,000;2048,000
1863,000;1880,000;2176,000;1,000;1457,000;2048,000;2048,000
1834,000;1886,000;1969,000;1,000;1229,000;2048,000;2048,000
1823,000;1841,000;2484,000;1,000;889,000;2048,000;2048,000
1827,000;1759,000;2659,000;1,000;943,000;2048,000;2048,000
1842,000;1664,000;2626,000;1,000;920,000;2048,000;2048,000
1640,000;1573,000;2653,000;1,000;906,000;2048,000;2048,000
1811,000;1545,000;2681,000;609,000;858,000;2048,000;2048,000
1805,000;2152,000;2265,000;457,000;962,000;2048,000;2048,000
1841,000;2323,000;1767,000;1302,000;1200,000;2048,000;2048,000
1853,000;2222,000;1541,000;1451,000;1374,000;2048,000;2048,000
1875,000;2247,000;2227,000;1633,000;1522,000;2048,000;2048,000
1860,000;2243,000;1866,000;1602,000;1582,000;2048,000;2048,000
1860,000;2320,000;1725,000;1647,000;1658,000;2048,000;2048,000
1922,000;2252,000;1683,000;1346,000;1645,000;2048,000;2048,000
2428,000;1890,000;1888,000;153,000;1460,000;2048,000;2048,000
1883,000;1687,000;2166,000;1,000;1265,000;2048,000;2048,000
1889,000;1501,000;2269,000;1,000;1162,000;2048,000;2048,000
1883,000;1486,000;2344,000;1,000;1134,000;2048,000;2048,000
1904,000;1555,000;2326,000;1,000;1038,000;2048,000;2048,000
1800,000;1621,000;2268,000;1,000;1106,000;2048,000;2048,000
1779,000;1646,000;2278,000;1,000;1079,000;2048,000;2048,000
1896,000;1662,000;2317,000;1,000;1082,000;2048,000;2048,000
1891,000;1730,000;2318,000;77,000;779,000;2048,000;2048,000
1883,000;1900,000;2313,000;305,000;1106,000;2048,000;2048,000
2233,000;1967,000;2304,000;609,000;1131,000;2048,000;2048,000
1886,000;2043,000;2292,000;343,000;1151,000;2048,000;2048,000
1933,000;2015,000;2326,000;799,000;1208,000;2048,000;2048,000
1883,000;2038,000;2287,000;913,000;1229,000;2048,000;2048,000
1897,000;2053,000;2284,000;1054,000;1274,000;2048,000;2048,000
1888,000;2078,000;2215,000;1189,000;1327,000;2048,000;2048,000
1880,000;2083,000;2256,000;1228,000;1376,000;2048,000;2048,000
2010,000;2090,000;2279,000;555,000;1432,000;2048,000;2048,000
1880,000;2064,000;2888,000;1229,000;1427,000;2499,000;2048,000
718,000;2030,000;2295,000;1227,000;1469,000;2048,000;2048,000
1841,000;2064,000;2295,000;1201,000;1595,000;2048,000;2048,000
1885,000;2043,000;2295,000;1103,000;1443,000;2048,000;2048,000
1877,000;2049,000;2294,000;1090,000;1453,000;2619,000;2048,000
1872,000;2044,000;2295,000;1194,000;1438,000;2048,000;2048,000
1861,000;2043,000;2295,000;1108,000;1282,000;2048,000;2048,000
1883,000;2047,000;2297,000;1160,000;1439,000;2048,000;2048,000
1801,000;2033,000;1635,000;1184,000;1439,000;1649,000;2048,000
1847,000;2032,000;2300,000;1250,000;1448,000;2048,000;2048,000
1855,000;2039,000;2301,000;1312,000;1455,000;2305,000;2048,000
1860,000;2019,000;2881,000;1305,000;1457,000;2048,000;2048,000
1850,000;2018,000;2295,000;1349,000;1457,000;2048,000;2048,000
1855,000;2030,000;2294,000;1392,000;1462,000;2048,000;2048,000
1904,000;2017,000;2295,000;1217,000;1446,000;2048,000;2048,000
1319,000;1999,000;2370,000;1366,000;1481,000;2048,000;2048,000
1855,000;2086,000;2297,000;1289,000;1448,000;2048,000;2048,000
1866,000;2012,000;2268,000;1350,000;1481,000;2048,000;2048,000
1863,000;2015,000;2425,000;1389,000;1484,000;2048,000;2048,000
1833,000;2005,000;2295,000;1375,000;1324,000;2048,000;2048,000
1853,000;1981,000;2215,000;1364,000;1486,000;2048,000;2048,000
1811,000;1992,000;2297,000;1368,000;1520,000;2048,000;2048,000
1819,000;1987,000;2301,000;1362,000;1507,000;2048,000;2048,000
1830,000;1992,000;2302,000;1386,000;1510,000;2048,000;2048,000
1806,000;1999,000;2299,000;1380,000;1319,000;2048,000;2048,000
1849,000;1992,000;2278,000;1387,000;1510,000;2048,000;2048,000
1828,000;1986,000;2298,000;1394,000;1522,000;2048,000;2048,000
1833,000;1997,000;2302,000;1618,000;1484,000;2048,000;2048,000
1812,000;2027,000;2295,000;1895,000;1527,000;2048,000;2048,000
1809,000;2051,000;2295,000;2357,000;1562,000;2048,000;2048,000
1849,000;2111,000;2630,000;3047,000;1688,000;2376,000;2048,000
1936,000;2190,000;2236,000;3219,000;1879,000;2048,000;2048,000
1973,000;2167,000;2306,000;3102,000;1902,000;2048,000;2048,000
1984,000;2201,000;2290,000;3075,000;1917,000;2048,000;2593,000
1987,000;2205,000;2940,000;3079,000;1958,000;2048,000;2048,000
1962,000;2195,000;2307,000;3028,000;1981,000;2048,000;2048,000
1984,000;2187,000;2295,000;3009,000;1977,000;2048,000;2048,000
1905,000;2202,000;2265,000;2148,000;2036,000;2048,000;2048,000
1842,000;2091,000;2311,000;305,000;1450,000;2048,000;2048,000
1811,000;1933,000;2487,000;1,000;1227,000;2048,000;2048,000
2026,000;1688,000;1788,000;1,000;810,000;2048,000;2048,000
1830,000;1653,000;2672,000;1,000;656,000;2048,000;2048,000
1809,000;1664,000;2782,000;1,000;593,000;2048,000;2048,000
1814,000;1714,000;2774,000;1,000;596,000;2048,000;2048,000
1168,000;1973,000;3581,000;2180,000;710,000;2048,000;2048,000
1756,000;2237,000;2458,000;2953,000;905,000;2048,000;2048,000
1877,000;2185,000;2298,000;2966,000;987,000;2048,000;2048,000
1841,000;2232,000;2387,000;2938,000;1003,000;2048,000;2048,000
1869,000;2235,000;2399,000;2919,000;1010,000;2048,000;2048,000
1860,000;2231,000;2392,000;2768,000;1038,000;2048,000;2048,000
1827,000;2191,000;2371,000;1273,000;987,000;2048,000;2048,000
1833,000;2144,000;2386,000;989,000;937,000;2048,000;2048,000
1814,000;2066,000;2377,000;828,000;900,000;2048,000;2048,000
1828,000;2094,000;2387,000;961,000;893,000;2048,000;2048,000
1822,000;2334,000;2526,000;916,000;886,000;2048,000;2048,000
1784,000;2098,000;2375,000;1051,000;958,000;2048,000;2048,000
1805,000;2042,000;2379,000;1,000;937,000;2555,000;2048,000
1806,000;1871,000;2574,000;1,000;687,000;2048,000;2048,000
1814,000;1815,000;2670,000;1030,000;679,000;2048,000;2048,000
1830,000;1947,000;2576,000;2529,000;710,000;2048,000;2048,000
1852,000;2055,000;2568,000;2921,000;877,000;2048,000;2048,000
1874,000;2098,000;1991,000;2923,000;955,000;2048,000;2048,000
1833,000;2120,000;2432,000;3094,000;970,000;2048,000;2048,000
1866,000;2071,000;2419,000;500,000;856,000;2048,000;2048,000
1858,000;2089,000;2448,000;153,000;815,000;2048,000;2048,000
1833,000;1977,000;2500,000;1,000;1006,000;2048,000;2506,000
1828,000;1976,000;2495,000;457,000;800,000;1763,000;2048,000
1822,000;2084,000;2459,000;1930,000;1129,000;1601,000;2048,000
1808,000;2112,000;2488,000;2930,000;1336,000;2048,000;2048,000
1831,000;2085,000;2355,000;2391,000;1222,000;2048,000;2048,000
1830,000;1993,000;2468,000;1,000;979,000;2048,000;2048,000
1803,000;2074,000;2468,000;1,000;810,000;2048,000;2048,000
1228,000;1966,000;2648,000;685,000;734,000;2048,000;2048,000
1839,000;2028,000;3110,000;3098,000;881,000;2048,000;2048,000
1800,000;2053,000;2096,000;2927,000;906,000;2048,000;2048,000
1822,000;2018,000;2426,000;2871,000;913,000;2048,000;2048,000
1809,000;2091,000;2419,000;2341,000;896,000;2048,000;2048,000
1836,000;2055,000;2410,000;362,000;803,000;2048,000;2048,000
1809,000;2004,000;2414,000;457,000;758,000;2048,000;2048,000
1748,000;2039,000;2403,000;381,000;763,000;2048,000;2048,000
1806,000;2003,000;2410,000;1,000;710,000;1785,000;2048,000
1783,000;2037,000;2554,000;1,000;674,000;2048,000;2048,000
1781,000;2024,000;2576,000;1,000;653,000;2048,000;2048,000
1798,000;1941,000;2654,000;1,000;548,000;1533,000;2048,000
1732,000;1901,000;2711,000;1,000;213,000;2048,000;2048,000
1778,000;1878,000;2734,000;1,000;451,000;2048,000;2048,000
2205,000;1859,000;2767,000;1,000;434,000;2048,000;2048,000
1783,000;1832,000;2709,000;1,000;424,000;2048,000;2048,000
1787,000;1857,000;2774,000;1,000;430,000;2048,000;2048,000
1765,000;1865,000;2685,000;1,000;424,000;2048,000;2048,000
1783,000;1875,000;2699,000;1,000;387,000;2048,000;2048,000
1794,000;1881,000;2755,000;1,000;427,000;2048,000;2048,000
1783,000;1868,000;3156,000;1,000;432,000;2048,000;2048,000
1754,000;1951,000;2723,000;1,000;436,000;2048,000;2048,000
1778,000;1852,000;2731,000;1,000;477,000;2048,000;2048,000
1737,000;1868,000;2847,000;1,000;437,000;2048,000;2048,000
1783,000;1863,000;2723,000;1,000;448,000;2048,000;2048,000
1732,000;1875,000;2700,000;1,000;518,000;2048,000;2048,000
2134,000;1892,000;2694,000;1,000;582,000;2048,000;2048,000
1753,000;1934,000;2598,000;1,000;630,000;2048,000;2048,000
1724,000;1877,000;2627,000;1,000;651,000;2048,000;2048,000
1778,000;1892,000;2641,000;1,000;699,000;2048,000;2048,000
1783,000;1915,000;2653,000;229,000;699,000;2048,000;2048,000
1778,000;1901,000;2587,000;1,000;722,000;1626,000;2048,000
1778,000;1920,000;2589,000;1,000;706,000;2048,000;2048,000
1775,000;1890,000;2631,000;305,000;720,000;2048,000;2048,000
1773,000;1895,000;2580,000;153,000;715,000;2048,000;2048,000
1759,000;1892,000;2576,000;153,000;720,000;2344,000;2048,000
1018,000;1972,000;2599,000;457,000;1731,000;2783,000;2048,000
1831,000;1890,000;2631,000;1065,000;3031,000;2048,000;2048,000
1676,000;1974,000;3045,000;1675,000;3504,000;2048,000;2048,000
1772,000;2129,000;2532,000;2129,000;3635,000;2048,000;2048,000
1746,000;1956,000;2519,000;2853,000;3585,000;2048,000;2048,000
1737,000;1933,000;2513,000;2174,000;3581,000;2048,000;2048,000
1732,000;1968,000;2540,000;2239,000;3528,000;2048,000;2048,000
1739,000;1958,000;2503,000;2243,000;3531,000;2048,000;2048,000
1713,000;1925,000;2505,000;2117,000;3516,000;2048,000;2048,000
1721,000;1968,000;2500,000;2050,000;3486,000;1608,000;2048,000
1800,000;1959,000;2566,000;2277,000;3462,000;2048,000;2048,000
1549,000;2267,000;2494,000;2047,000;3243,000;2048,000;2048,000
1783,000;2213,000;2488,000;609,000;1565,000;2048,000;2048,000
1652,000;2040,000;2556,000;1,000;656,000;2048,000;2048,000
466,000;1948,000;2635,000;1,000;549,000;2048,000;2048,000
1707,000;1979,000;2683,000;1,000;417,000;2048,000;2048,000
320,000;1863,000;2707,000;1,000;251,000;2048,000;2048,000
1710,000;1867,000;2704,000;1,000;415,000;2048,000;2048,000
1734,000;1958,000;2262,000;1,000;2605,000;2048,000;2048,000
1682,000;1926,000;2674,000;1708,000;3715,000;2048,000;2048,000
347,000;2048,000;2603,000;1909,000;3759,000;2048,000;2048,000
1682,000;1992,000;2506,000;1841,000;3675,000;2048,000;2048,000
1728,000;2190,000;2667,000;1,000;2098,000;2048,000;2048,000
1696,000;2071,000;2601,000;1,000;771,000;2048,000;2048,000
1195,000;2060,000;2644,000;1,000;655,000;2048,000;2048,000
1577,000;1992,000;2324,000;1,000;756,000;2048,000;2048,000
1646,000;1972,000;2778,000;1,000;971,000;2048,000;2048,000
1506,000;1952,000;2708,000;1450,000;3415,000;2048,000;2048,000
1635,000;2110,000;2690,000;1446,000;3269,000;2048,000;2048,000
1615,000;1891,000;2692,000;1175,000;3038,000;2048,000;2048,000
1580,000;1771,000;2728,000;1,000;1125,000;2048,000;1617,000
1696,000;1725,000;2777,000;1,000;906,000;2048,000;2048,000
1649,000;1704,000;3264,000;1,000;781,000;2048,000;2048,000
1599,000;1979,000;2664,000;2023,000;939,000;2048,000;2048,000
1671,000;2154,000;2651,000;2756,000;1115,000;2048,000;2048,000
880,000;2208,000;2581,000;2353,000;1205,000;2048,000;2048,000
1659,000;2103,000;2539,000;1,000;1124,000;2048,000;2048,000
1682,000;1994,000;2621,000;1,000;987,000;2048,000;2048,000
1710,000;1918,000;2610,000;1,000;779,000;2048,000;2048,000
1723,000;1850,000;2616,000;1,000;886,000;2048,000;2048,000
1735,000;2093,000;2560,000;3022,000;2878,000;2048,000;2048,000
1682,000;2190,000;2481,000;3099,000;3249,000;2048,000;2048,000
999,000;2231,000;2472,000;3068,000;3237,000;2048,000;2048,000
1682,000;2190,000;2452,000;2110,000;2940,000;2048,000;2048,000
1665,000;2048,000;2527,000;913,000;2559,000;2048,000;2048,000
1680,000;1990,000;2447,000;1,000;2211,000;2048,000;2048,000
1671,000;1948,000;2594,000;1,000;1536,000;2048,000;2048,000
1732,000;1697,000;2904,000;1,000;1506,000;2048,000;2048,000
1622,000;1692,000;2662,000;1,000;1481,000;2048,000;2048,000
1659,000;1689,000;2371,000;1,000;1471,000;2048,000;2048,000
1693,000;1714,000;2628,000;1,000;1466,000;2048,000;2048,000
1698,000;1725,000;2200,000;1,000;1471,000;2048,000;2586,000
1629,000;1756,000;2578,000;1,000;1476,000;2048,000;2048,000
1608,000;2023,000;2577,000;1,000;1491,000;2048,000;2048,000
1739,000;2258,000;2527,000;229,000;1516,000;2048,000;2048,000
1704,000;2357,000;2503,000;419,000;1523,000;2048,000;1628,000
1666,000;2394,000;2897,000;685,000;1529,000;2048,000;2048,000
1566,000;2406,000;2572,000;837,000;1631,000;2048,000;2048,000
1555,000;2441,000;2431,000;932,000;1687,000;2048,000;2048,000
1432,000;2598,000;2443,000;1674,000;1905,000;2048,000;2048,000
1531,000;2729,000;2434,000;1204,000;2056,000;2048,000;2048,000
1531,000;2766,000;2405,000;1377,000;2264,000;2048,000;2048,000
1530,000;2807,000;2399,000;1456,000;2231,000;2048,000;2048,000
1523,000;2729,000;2406,000;1526,000;2343,000;2048,000;2048,000
1566,000;2629,000;2392,000;1500,000;2381,000;2048,000;2048,000
1582,000;2610,000;1803,000;1299,000;2399,000;2048,000;2048,000
1640,000;2576,000;2952,000;1358,000;2323,000;2048,000;2048,000
1860,000;2589,000;2341,000;1189,000;2364,000;2048,000;2048,000
1704,000;2537,000;2369,000;1694,000;2341,000;2048,000;2048,000
1784,000;2541,000;2344,000;1282,000;2357,000;2048,000;2048,000
1702,000;2476,000;1872,000;1290,000;2356,000;2048,000;2048,000
1580,000;2460,000;2271,000;1276,000;2354,000;2048,000;2048,000
1679,000;2450,000;2352,000;1277,000;2434,000;2048,000;2048,000
1054,000;2424,000;2369,000;1229,000;2452,000;2048,000;2048,000
1677,000;2366,000;2378,000;1409,000;2313,000;2048,000;2048,000
1688,000;2390,000;2353,000;1277,000;2352,000;2048,000;2048,000
1688,000;2370,000;1670,000;1315,000;2326,000;2048,000;2048,000
1673,000;2329,000;2354,000;1273,000;2359,000;2048,000;2048,000
1671,000;2324,000;2386,000;1272,000;2364,000;2048,000;2048,000
1671,000;2528,000;2395,000;1273,000;2258,000;2048,000;2048,000
1673,000;2364,000;2376,000;1241,000;2429,000;2048,000;2048,000
1666,000;2379,000;2390,000;1234,000;2555,000;2048,000;2048,000
1671,000;2445,000;2340,000;1037,000;2557,000;2048,000;2048,000
1679,000;2358,000;2360,000;1299,000;2610,000;2048,000;2048,000
1688,000;2365,000;2351,000;1280,000;2793,000;2048,000;2048,000
1665,000;2390,000;2308,000;1292,000;2574,000;2048,000;2048,000
1668,000;2419,000;2315,000;2434,000;2585,000;2697,000;2048,000
1662,000;2332,000;2271,000;1311,000;2525,000;2048,000;2048,000
1660,000;2330,000;2353,000;1309,000;2512,000;2048,000;2048,000
1659,000;2330,000;2367,000;1307,000;2575,000;2048,000;2048,000
1263,000;2328,000;2348,000;1277,000;2544,000;2048,000;2048,000
1627,000;2337,000;2404,000;1279,000;2695,000;2048,000;2048,000
1582,000;2333,000;2387,000;1342,000;2775,000;2048,000;2048,000
1552,000;2329,000;2358,000;1367,000;2797,000;2048,000;2048,000
1029,000;2238,000;2127,000;1341,000;2797,000;2048,000;2048,000
1608,000;2324,000;2346,000;1324,000;2785,000;2048,000;2048,000
1536,000;2318,000;2354,000;2047,000;2828,000;1756,000;2048,000
1973,000;2370,000;2289,000;1352,000;2802,000;2048,000;2048,000
1858,000;2327,000;2360,000;1440,000;2856,000;2048,000;2048,000
1574,000;2330,000;2284,000;1418,000;2826,000;2048,000;2048,000
1558,000;2310,000;2358,000;1367,000;3044,000;2048,000;2048,000
1539,000;2309,000;2354,000;1362,000;2785,000;2048,000;2048,000
1531,000;2317,000;2360,000;1372,000;2825,000;2048,000;2048,000
1511,000;2355,000;2355,000;1425,000;2855,000;2048,000;2048,000
1531,000;2337,000;2355,000;1391,000;2738,000;2048,000;2048,000
1476,000;2298,000;2331,000;654,000;2805,000;2048,000;2048,000
1508,000;2282,000;2354,000;1589,000;2775,000;2048,000;2048,000
1547,000;2283,000;2284,000;1384,000;2788,000;2048,000;2048,000
1571,000;2283,000;2355,000;1342,000;2800,000;2048,000;2048,000
1577,000;2293,000;2357,000;1367,000;2773,000;2048,000;2048,000
1597,000;2291,000;2354,000;1424,000;2750,000;2048,000;2048,000
1649,000;2291,000;2696,000;1381,000;2762,000;2048,000;2048,000
1616,000;2192,000;2360,000;1422,000;2792,000;2048,000;2048,000
1627,000;2287,000;3040,000;1480,000;2782,000;2048,000;2048,000
2023,000;2308,000;2358,000;1438,000;2767,000;2048,000;2048,000
2164,000;2291,000;2316,000;1455,000;2760,000;2048,000;2048,000
1582,000;2273,000;2367,000;1621,000;2803,000;2048,000;2048,000
1616,000;2282,000;2360,000;1457,000;2772,000;2048,000;2048,000
1633,000;2262,000;2403,000;1404,000;2802,000;2048,000;2048,000
2444,000;2263,000;2355,000;1336,000;2703,000;2048,000;2048,000
1794,000;2269,000;2355,000;1291,000;2738,000;2048,000;2048,000
1784,000;2283,000;2360,000;1273,000;2737,000;2048,000;2048,000
1742,000;2262,000;1984,000;1326,000;2695,000;2048,000;2359,000
1765,000;2312,000;2359,000;1246,000;2707,000;2048,000;2048,000
1842,000;2273,000;2363,000;1784,000;2692,000;2048,000;2048,000
1731,000;2277,000;2363,000;1318,000;2723,000;2048,000;2048,000
1717,000;2297,000;2356,000;1311,000;2802,000;2048,000;2048,000
1794,000;2276,000;2360,000;1331,000;2785,000;2048,000;2048,000
1831,000;2279,000;2376,000;1301,000;2723,000;2048,000;2048,000
1841,000;2287,000;2359,000;1296,000;2722,000;2048,000;2048,000
1808,000;2291,000;2363,000;1506,000;2730,000;2048,000;2048,000
1790,000;2317,000;2358,000;1286,000;2730,000;2048,000;2048,000
1762,000;2278,000;2287,000;1311,000;2743,000;2048,000;2048,000
1662,000;2291,000;2360,000;1299,000;2673,000;2048,000;2048,000
1615,000;2278,000;2368,000;1307,000;2702,000;2048,000;2048,000
1682,000;2286,000;2292,000;1293,000;2738,000;2048,000;2048,000
1635,000;2319,000;2382,000;1291,000;2738,000;2048,000;2048,000
1648,000;2297,000;2362,000;1285,000;2745,000;2048,000;2048,000
1618,000;2291,000;2354,000;2051,000;2737,000;2048,000;2048,000
1611,000;2288,000;2368,000;1263,000;2737,000;2048,000;2048,000
1593,000;2277,000;2408,000;1247,000;2730,000;2408,000;2048,000
1566,000;2258,000;2367,000;1637,000;2740,000;2048,000;2048,000
1583,000;2278,000;2355,000;1178,000;2728,000;2048,000;2048,000
1566,000;2291,000;2368,000;1260,000;2770,000;2048,000;2048,000
1578,000;2284,000;2372,000;1270,000;2753,000;2048,000;2048,000
1566,000;2277,000;2362,000;1276,000;2715,000;2048,000;2048,000
1547,000;2266,000;2369,000;1274,000;2758,000;2048,000;2048,000
1567,000;2291,000;2360,000;1292,000;2743,000;2048,000;2048,000
1495,000;2279,000;2348,000;1759,000;2743,000;2048,000;2048,000
1555,000;2291,000;2376,000;1099,000;2658,000;2048,000;1755,000
1572,000;2167,000;2368,000;1327,000;2687,000;2048,000;2048,000
1575,000;2269,000;2369,000;1328,000;2755,000;2048,000;2048,000
1627,000;2273,000;2359,000;1334,000;2747,000;2048,000;2048,000
1735,000;2329,000;2381,000;1349,000;2748,000;2048,000;2048,000
1501,000;2253,000;2371,000;1379,000;2936,000;2048,000;2048,000
1533,000;2267,000;2369,000;1370,000;2743,000;2048,000;2048,000
1527,000;2256,000;2786,000;1361,000;2838,000;2048,000;2048,000
1489,000;2287,000;2382,000;1323,000;2738,000;2048,000;2048,000
1062,000;2271,000;2367,000;1384,000;2740,000;2048,000;2048,000
1431,000;2277,000;2429,000;1403,000;2745,000;2048,000;2048,000
1527,000;2272,000;2364,000;1390,000;2742,000;1599,000;2048,000
1530,000;2271,000;2356,000;1391,000;2742,000;2048,000;2048,000
1528,000;2266,000;2359,000;1362,000;2750,000;2048,000;2048,000
1522,000;2291,000;2367,000;1425,000;2695,000;2048,000;2048,000
1531,000;2244,000;2368,000;1413,000;2740,000;2048,000;2048,000
1531,000;2252,000;2347,000;1446,000;2752,000;2048,000;2048,000
1572,000;2277,000;2335,000;1437,000;2747,000;2048,000;2048,000
1520,000;2269,000;1870,000;1501,000;2833,000;2048,000;2048,000
1520,000;2228,000;2383,000;1362,000;2732,000;2048,000;2048,000
1968,000;2405,000;2362,000;1311,000;2620,000;2048,000;2048,000
1528,000;2287,000;2465,000;1311,000;2745,000;2048,000;2048,000
1514,000;2131,000;2323,000;1276,000;2710,000;2048,000;2048,000
1536,000;2257,000;2353,000;1232,000;2683,000;2048,000;2048,000
1514,000;2231,000;2368,000;1289,000;2660,000;2048,000;2048,000
1439,000;2244,000;2368,000;1109,000;2635,000;2048,000;2048,000
1382,000;2223,000;2353,000;1040,000;2617,000;2048,000;2048,000
1404,000;2139,000;2267,000;1021,000;2560,000;2048,000;2048,000
1338,000;2171,000;2360,000;994,000;2492,000;2048,000;2048,000
1071,000;2004,000;2364,000;930,000;2504,000;1775,000;2048,000
1247,000;1936,000;2369,000;935,000;2402,000;2048,000;2048,000
1406,000;1773,000;2492,000;859,000;2376,000;2048,000;2048,000
1516,000;1516,000;2359,000;657,000;2367,000;2048,000;2048,000
1582,000;1216,000;2508,000;229,000;2231,000;2048,000;2048,000
1586,000;1099,000;2760,000;1,000;1844,000;2048,000;2048,000
1610,000;1087,000;2756,000;1,000;1709,000;2048,000;2048,000
1522,000;1029,000;2913,000;1,000;1576,000;2048,000;2048,000
1497,000;945,000;2972,000;1,000;1365,000;2048,000;2048,000
1431,000;879,000;3025,000;1,000;1238,000;2048,000;2048,000
1428,000;948,000;3057,000;1,000;1290,000;2048,000;2048,000
1451,000;1056,000;3027,000;1,000;1306,000;2048,000;2048,000
1762,000;1217,000;2887,000;1,000;1361,000;2048,000;2048,000
2034,000;1326,000;2886,000;1,000;1257,000;2048,000;2048,000
1514,000;1811,000;2798,000;1,000;1355,000;2048,000;2048,000
1392,000;1791,000;2800,000;1,000;1365,000;2048,000;2048,000
1227,000;1760,000;2803,000;1,000;1383,000;2048,000;2048,000
1172,000;1784,000;2802,000;1,000;1395,000;2048,000;2048,000
1690,000;1756,000;2803,000;1,000;1346,000;2048,000;2048,000
1354,000;1720,000;2819,000;1,000;1316,000;1625,000;2048,000
1505,000;1735,000;2787,000;1,000;1245,000;2048,000;2048,000
1561,000;1648,000;2775,000;1,000;1208,000;2048,000;2048,000
1514,000;1644,000;2827,000;1,000;1463,000;2048,000;2048,000
1659,000;1631,000;2859,000;1,000;1283,000;2048,000;2048,000
1680,000;1619,000;2950,000;1,000;1356,000;2048,000;1594,000
1822,000;1570,000;2860,000;1,000;1283,000;2048,000;2048,000
1883,000;1534,000;2865,000;1,000;1453,000;2048,000;2048,000
1936,000;1545,000;2287,000;1,000;1539,000;2048,000;2048,000
1984,000;1536,000;3376,000;1,000;1523,000;2048,000;2048,000
2043,000;1520,000;2801,000;1,000;1534,000;2048,000;2048,000
2095,000;1515,000;2835,000;1,000;1566,000;2048,000;2048,000
2141,000;1481,000;2897,000;1,000;1528,000;2048,000;2048,000
2114,000;1458,000;2799,000;1,000;1599,000;2048,000;2048,000
2105,000;1456,000;2723,000;1,000;1311,000;2048,000;2048,000
2100,000;1454,000;2779,000;1,000;1526,000;2048,000;2048,000
2387,000;1334,000;2793,000;1,000;1534,000;2048,000;2476,000
2134,000;1356,000;2787,000;1,000;1589,000;2048,000;2048,000
2073,000;1445,000;2747,000;77,000;1626,000;2048,000;2048,000
2039,000;1375,000;2687,000;1,000;1634,000;2048,000;2048,000
2057,000;1436,000;2703,000;305,000;1674,000;2048,000;2048,000
2007,000;1439,000;2695,000;305,000;1679,000;2048,000;2048,000
1979,000;1433,000;2682,000;229,000;1662,000;2048,000;2048,000
1963,000;1241,000;2673,000;1,000;1636,000;2048,000;2048,000
1974,000;1425,000;2065,000;381,000;1659,000;2048,000;2048,000
1883,000;1598,000;2514,000;457,000;1631,000;2048,000;2048,000
1762,000;1656,000;2548,000;1,000;1666,000;2048,000;2048,000
1709,000;1615,000;2507,000;1,000;1724,000;2048,000;2048,000
1687,000;1348,000;2443,000;1,000;1822,000;2048,000;2048,000
2394,000;1474,000;3057,000;1,000;1687,000;2048,000;2048,000
1827,000;1466,000;2340,000;638,000;1757,000;2048,000;2048,000
1900,000;1451,000;2387,000;647,000;1651,000;2618,000;2048,000
2106,000;1295,000;2374,000;457,000;1514,000;2048,000;2048,000
2054,000;1430,000;2359,000;1,000;1468,000;2048,000;2048,000
1966,000;1525,000;2355,000;153,000;1463,000;2048,000;2048,000
2004,000;1536,000;2528,000;1,000;1463,000;2048,000;2048,000
2167,000;1631,000;2456,000;153,000;1549,000;2048,000;2048,000
2100,000;1926,000;2548,000;1,000;1514,000;2048,000;2048,000
